Key,Item Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body
V85RJAQE,journalArticle,2008,"Ochoa-Gaona, Susana; Perez Hernandez, Isidro; de Jong, Bernardus H. J.","Reproductive phenology of tree species in the Tenosique tropical forest, Tabasco, Mexico",REVISTA DE BIOLOGIA TROPICAL,,0034-7744,,,"Between August 2003 and August 2005 we registered the flowering and fruiting of 75 tree species (341 individual trees) in a tropical rain forest at Tenosique, Tabasco, Mexico. Monthly we checked five transects (500 m long; 5 m wide). To test the homogeneity of flowering and fruiting during the year, and between adjacent months, we applied a chi(2) test. The flowering was bimodal, with a highest peak in March and April, coinciding with the dry season, and a second lower peak in July when precipitation is relatively low. The highest number of fruiting tree species occur between May and July, with its peak in May. Each of the most common botanical families showed a particular phenological pattern. Monthly rainfall and the number of species flowering or fruiting were not significantly correlated. This means that trees arc flowering and fruiting all year long, with seasonal increases of both phenological phenomena in the dryer periods. We conclude that phenological patterns vary between individuals and between years and are not seasonally correlated. The data we generated arc relevant program the best periods of seed collections according to individual or groups of species, as part of forest management and conservation practices.",2008-06,12/02/2025 12:52,12/02/2025 12:52,,657-673,,2,56,,,,,,,,,,Spanish,,,,,,,"Place: UNIVERSIDAD DE COSTA RICA CIUDAD UNIVERSITARIA, SAN JOSE, 00000, COSTA RICA Publisher: REVISTA DE BIOLOGIA TROPICAL Type: Article",,,,tropical forest; phenophases; reproductive biology; tropical trees; woody flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJPSVTBF,journalArticle,2022,"Arias Garcia, Juan Sebastian; da Silva, Danielle Pereira; Hurtado Salazar, Alejandro; Espinoza, Rodrigo Alejandro Iturrieta; Ceballos-Aguirre, Nelson","Phenology of hass avocado in the Andean tropics of Caldas, Colombia",REVISTA BRASILEIRA DE FRUTICULTURA,,0100-2945,10.1590/0100-29452022252,,"-The objective of this study was to document and analyze the effect of climate on the phenological development of ???Hass??? avocado in two contrasting zones of the Andean tropics of Caldas, located at altitudes of 1,950m and 2,400m a.s.l., respectively. A completely randomized experimental design was carried out using a five to seven year-old ???Hass??? tree as experimental unit and 15 replicates on each area. Observations were conducted on lateral sylleptic shoots and their corre-sponding apical buds located on the eastern and western sides of each tree. The destination of the apical bud of lateral shoots was quantified, floral phenology was documented, heat units were calculated from reproductive bud stage 1 to anthesis and to harvest and root growth was followed for each study area. Air temperature, soil temperature, precipitation and photosynthetically active radiation (PAR) values were recorded over time. Differences were found in the number of apical buds of lateral shoots with reproductive and vegetative destination, flowering phenology, heat units, root growth, PAR and precipitation. Differences were found among vari-ables evaluated at the two contrasting altitudes. There is a clear need for further ecophysiological studies on this fruit tree in tropical areas in particular.",2022,12/02/2025 12:52,12/02/2025 12:52,,,,5,44,,,,,,,,,,English,,,,,,,"Place: VIA ACESSO PROF PAULO DONATO CAS℡LANE, S-N, JABOTICABAL SP, 14884-900, BRAZIL Publisher: SOC BRASILEIRA FRUTICULTURA Type: Article",,,,al-ternate bearing; cumulative heat units; ecophysiology; photosynthetically active radiation; sylleptic shoots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4HS4NMLB,journalArticle,2019,"Arcanjo Bruno, Morgana Maria; Massi, Klecia Gili; Vidal, Mariana Morais; Hay, John du Vall",Reproductive phenology of three <i>Syagrus</i> species (Arecaceae) in a tropical savanna in Brazil,FLORA,,0367-2530,10.1016/j.flora.2019.02.002,,"The seasonal timing of reproductive events in plants is explained by exogenous factors (i.e. climate) and endogenous characteristics. Arecaceae family is an important component of the tropical savanna flora, but the reproductive phenology of these plant species is not well understood. We aimed to: (i) test whether flowering and fruiting timing of the palms Syagrus comosa (Mart.) Mart., Syagrus flexuosa (Mart.) Becc. and Syagrus glazioviana (Mart.) Becc. were seasonal and correlated with precipitation; and (ii) investigate if closely related species overlapped in flowering and fruiting. The study was carried out during four years in three tropical woodland savanna sites in Brazil (Cerrado). At each of the three sites, we randomly tagged 20 adult individuals of each species and monthly monitored them for reproductive phenological events. We counted the number of flowers and of fruits and we compared these data with climatic records (precipitation). To test whether the three palm species flowered and fruited uniformly throughout the year, we applied the Rayleigh Z test. We correlated total rainfall of the month with number of flowers or fruits produced using a Spearman correlation test. Flowering and fruiting timing of the species during the years and across sites were mostly aseasonal and were in general not influenced by precipitation. These palm species had synchronous flowering but did not have synchronous fruiting. Because of the year-round fruit production, S. comosa, S. flexuosa and S. glazioviana might be fundamental species to the maintenance of frugivores. The synchronized flowering is an effective means of attracting pollinators and satiating florivores, improving plant reproductive success. The shifted fruiting peaks may emphasize the role of these palms in providing food for frugivores during the year.",2019-03,12/02/2025 12:52,12/02/2025 12:52,,18-25,,,252,,,,,,,,,,English,,,,,,,"Place: HACKERBRUCKE 6, 80335 MUNICH, GERMANY Publisher: ELSEVIER GMBH Type: Article",,,,Brazilian savanna; Flowering; Fruiting; Syagrus comosa (mart.) mart.; Syagrus flexuosa(mart.) Becc.; Syagrus glazioviana (mart.) Becc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMUL3ZZP,journalArticle,2005,"Anderson, DP; Nordheim, EV; Moermond, TC; Bi, ZBG; Boesch, C","Factors influencing tree phenology in Tai National Park, Cote d'Ivoire",BIOTROPICA,,0006-3606,10.1111/j.1744-7429.2005.00080.x,,"Entrained phenology patterns of tropical trees are expected to be sensitive to short-term fluctuations in typical rainfall and temperature. We examined 47 mo of data on the flowering, fruiting, and new leaf phenology for 797 trees from 38 species in the Tai National park, Cote d'Ivoire. We determined the timing of the phenology cycles in relation to seasonal rainfall, temperature, and solar radiation. Regression analysis was used to examine how variations in rainfall and temperature influenced deviations in the peaks and troughs of phenology cycles. We also investigated whether populations that fruit during periods of community-wide fruit scarcity were those populations with relatively long- or short-fruiting duration. Flower, Fruit, and leaf-flushing phenophases all exhibited I 2-mo cycles. The broad peak in flowering began with the northward zenithal passing in April and ended with the southward zenithal passing in September. Fruiting peaks occurred in the long dry season, and leaf flushing peaked in the long dry season but Continued into the wet season. Deviations front phenology cycles were largely attributable to short-term fluctuations in rainfall and/or temperature. Fruiting durations of species were related to the mean diameter at breast height. Species with long- and short-fruiting durations contributed equally to fruit abundance during periods of community-wide fruit scarcity.",2005-12,12/02/2025 12:52,12/02/2025 12:52,,631-640,,4,37,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering; rainfall; fruiting; insolation; leaf flushing; phenophase; temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW96NP39,journalArticle,2005,"Chapman, CA; Chapman, LJ; Struhsaker, TT; Zanne, AE; Clark, CJ; Poulsen, JR",A long-term evaluation of fruiting phenology: importance of climate change,JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S0266467404001993,,"Within the last decade the study of phenology has taken on new importance because of its contribution to climate-change research. However, phenology data sets spanning many years are rare in the tropics, making it difficult to evaluate possible responses of tropical communities to climate change. Here we use two data sets (1970-1983 and 1990-2002) to describe the fruiting patterns of the tropical tree community in Kibate National Park, Uganda. To address variation in spatial patterns, we describe fruiting over 2-3 y among four sites each separated by 12-15 km. Presently, the Kibale region is receiving c. 300 min more rain than it did at the start of the century, droughts are less frequent, the onset of the rainy season is earlier. and the average maximum monthly temperature is 3.5degreesC hotter than it was 25 y ago. The 1990-2002 phenology data illustrated high temporal variability in the proportion of the populations fruiting. Interannual variation in community-wide fruit availability was also high; however, the proportion of trees that fruited has increased over the past 12 + y. At the species level a variety of patterns were exhibited; however, a number of the most common species currently rarely fruit, and when they do, typically < 41% of the individuals take part in fruiting events. Combining the data set from 1990 to 2002 with that from 1970 to 1983 for specific species again reveals an increase in the proportion of trees fruiting between 1990 and 2002: however, the proportion of the populations fruiting decreased during the earlier period. When one examines particular species over this whole period a variety of patterns are evident. For example, Pouteria altissima exhibited a relatively regular pattern of fruiting during the 1970s; however, it rarely fruited in the 1990s. Contrasting phenological patterns at four sites revealed that at the community level the fruiting patterns of only one of the six pair-wise site combinations were correlated. Relationships between rainfall and fruiting were variable among sites. Contrasting changes in fruiting patterns over the 30 y with differences among the four sites varying in rainfall, suggests that the changes observed in fruiting may be due to climate change. Responses to this climate change are likely complex and will vary among species. However, for some species, current conditions appear unsuitable for fruiting.",2005-01,12/02/2025 12:52,12/02/2025 12:52,,31-45,,1,21,,,,,,,,,,English,,,,,,,"Place: 40 WEST 20TH ST, NEW YORK, NY 10011-4211 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,climate change; seasonality; flowering; fruiting; tropical trees; Kibale National Park; phenology; seed dispersal; Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRHP6SVL,journalArticle,2011,"Rojas-Sandoval, Julissa; Melendez-Ackerman, Elvia",Reproductive phenology of the Caribbean cactus <i>Harrisia portoricensis</i>: rainfall and temperature associations,BOTANY-BOTANIQUE,,1916-2790,10.1139/B11-072,,"Phenological patterns often influence the extent of reproductive success of plants as well the interaction among species. In this study, we evaluated the association of local climatic factors and plant size with the reproductive phenology of the threatened cactus Harrisia portoricensis in the Caribbean dry forest of Mona Island. Analyses of phenological data gathered monthly in 572 plants over 2 years concluded that for this species, reproductive activity is continuous throughout the year and reproductive output is positively correlated with plant size. Bud production in H. portoricensis was positively associated with temporal changes in monthly mean and minimum temperatures, while flower production was positively associated with total monthly rainfall. When compared with other columnar cacti species, the combined phenological responses to temperature and rainfall in H. portoricensis represent a different strategy. We hypothesize that contrasting phenological responses among columnar cacti may stem from site-specific differences in the degree of intra-annual rainfall or temperature variability. If that is the case, then monitoring reproductive responses of cacti to expected changes in climate at a global scale would require gathering phenological data for this taxon across different geographic regions.",2011-12,12/02/2025 12:52,12/02/2025 12:52,,861-871,,12,89,,,,,,,,,,English,,,,,,,"Place: 1200 MONTREAL ROAD, BUILDING M-55, OTTAWA, ON K1A 0R6, CANADA Publisher: CANADIAN SCIENCE PUBLISHING, NRC RESEARCH PRESS Type: Article",,,,reproductive phenology; Caribbean dry forest; columnar cactus; Harrisia portoricensis; Mona Island; plant size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3YTBHC,journalArticle,1983,"BORCHERT, R",PHENOLOGY AND CONTROL OF FLOWERING IN TROPICAL TREES,BIOTROPICA,,0006-3606,10.2307/2387949,,"Descriptions of structure and flowering phenology of the tropical tree species Cedrela mexicana, Cordia glabra, Erythrina poeppigiana, Tabebuia rosea and T. ochrea neochrysantha are used to analyze and illustrate the complex relation between structure, vegetative development and flowering in tropical trees. Because of the strong positional differentiation within tree crowns and the repetition of vegetative and reproductive growth cycles in trees, flower develoment and its control are more complex than in herbaceous plants. Formation of terminal inflorescences, as found in Cedrela, Cordia and Tabebuta, regularly occurs at the end of a flush of determinate shoot growth; flower initiation, like shoot growth cessation, is controlled by internal, correlative factors rather than by environmental changes. Initiation of lateral inflorescences is usually preceded by growth cessation in the indeterminate, vegetative shoot, but the timing and control of flower induction in lateral buds are unknown. For many tropical trees, particularly those growing in seasonal climates, flower development is discontinuous, i.e., flower initiation and anthesis are separated by a prolonged rest period and must be controlled separately. Delayed anthesis is usually triggered by rehydration of previously water-stressed trees resulting from leaf shedding or, in dry habitats, by rainfall. Because of different degrees of seasonal water stress, leaf fall and subsequent anthesis in several species extend over 3-4 mo. The observed periodicity of anthesis in tropical trees is thus largely determined by seasonal changes in tree water status and is unlikely to be the result of selection for optimum tree-pollinator interaction.",1983,12/02/2025 12:52,12/02/2025 12:52,,81-89,,2,15,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87QH46D5,journalArticle,2019,"Hogan, J. Aaron; Nytch, Christopher J.; Bithorn, John E.; Zimmerman, Jess",Proposing the solar-wind energy flux hypothesis as a driver of inter-annual variation in tropical tree reproductive effort,AMERICAN JOURNAL OF BOTANY,,0002-9122,10.1002/ajb2.1380,,"Premise The El Nino Southern Oscillation (ENSO) affects tropical environmental conditions, potentially altering ecosystem function as El Nino events interact with longer-term climate change. Anomalously warm equatorial Pacific Ocean temperatures affect rainfall and temperature throughout the tropics and coincide with altered leaf flush phenology and increased fruit production in wet tropical forests; however, the understanding of mechanisms underlying this pattern is limited. There is evidence that increases in tropical tree reproduction anticipate El Nino onset, motivating the continued search for a global driver of tropical angiosperm reproduction. We present the solar-wind energy flux hypothesis: that physical energy influx to the Earth's upper atmosphere and magnetosphere, generated by a positive anomaly in the solar wind preceding El Nino development, cues tropical trees to increase resource allocation to reproduction. Methods We test this hypothesis using 19 years of data from Luquillo, Puerto Rico, correlating them with measures of solar-wind energy. Results From 1994 to 2013, the solar-wind energy flux into Earth's magnetosphere (E-in) was more strongly correlated with the number of species fruiting and flowering than the Nino 3.4 climate index, despite Nino 3.4 being previously identified as a driver of interannual increases in reproduction. Conclusions Changes in the global magnetosphere and thermosphere conditions from increased solar-wind energy affect global atmospheric pressure and circulation patterns, principally by weakening the Walker circulation. We discuss the idea that these changes cue interannual increases in tropical tree reproduction and act through an unidentified mechanism that anticipates and synchronizes the reproductive output of the tropical trees with El Nino.",2019-11,12/02/2025 12:52,12/02/2025 12:52,,1519-1525,,11,106,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering; reproductive phenology; fruiting; tropical trees; El Nino Southern Oscillation; Luquillo; solar wind; solar-wind energy flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88EKFSJH,journalArticle,2006,"Selwyn, M. Arthur; Parthasarathy, N.",Reproductive traits and phenology of plants in tropical dry evergreen forest on the coromandel coast of India,BIODIVERSITY AND CONSERVATION,,0960-3115,10.1007/s10531-005-0035-x,,"Qualitative reproductive traits of 84 plant species belonging to 41 families were studied in tropical dry evergreen forest on the Coromandel coast of India. Majority of species had rotate type, white-coloured, scented flowers, rewarding nectar and pollen and pollinated chiefly by bees. An association between floral traits and pollination spectrum is evident. Bee pollination was prevalent in pollination systems. Among the fruit types, drupe and berry were common in black and red colour respectively, and dispersed by zoochorous mode. Seeds of brown- and green-coloured dry fruits, without any reward were disseminated by wind and explosion. The reproductive phenophase of trees and lianas occurred mostly during the dry period from January to June, which receives rainfall of less than 50 mm a month. However, shrubs showed a peak in flowering and fruiting in wet period. Detailed phenological observations of 22 woody species revealed a seasonal and unimodal pattern in flowering. Although some species were in flower round the year, flowering activity was skewed towards the dry season. The fruiting activity showed a bimodal pattern, one peak in dry season and another in wet season. Many species displayed a temporal aggregation in flowering and fruiting. The significant relation was obtained between reproductive traits and phenology of plants in the tropical dry evergreen forest.",2006-09,12/02/2025 12:52,12/02/2025 12:52,,3207-3234,,10,15,,,,,,,,,,English,,,,,,,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",,,,phenology; flower traits; fruit traits; life-forms; pollination systems; seed dispersal modes; tropical dry evergreen forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VQB5XPDF,journalArticle,2006,"Bendix, J.; Homeier, J.; Ortiz, E. Cueva; Emck, P.; Breckle, S. -W.; Richter, M.; Beck, E.",Seasonality of weather and tree phenology in a tropical evergreen mountain rain forest,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,,0020-7128,10.1007/s00484-006-0029-8,,"Flowering and fruiting as phenological events of 12 tree species in an evergreen tropical mountain rain forest in southern Ecuador were examined over a period of 3-4 years. Leaf shedding of two species was observed for 12 months. Parallel to the phenological recordings, meteorological parameters were monitored in detail and related to the flowering and fruiting activity of the trees. In spite of the perhumid climate of that area, a high degree of intra- and inter-specific synchronisation of phenological traits was apparent. With the exception of one species that flowered more or less continuously, two groups of trees could be observed, one of which flowered during the less humid months (September to October) while the second group started to initiate flowers towards the end of that phase and flowered during the heavy rains (April to July). As reflected by correlation coefficients, the all-time series of meteorological parameters showed a distinct seasonality of 8-12 months, apparently following the quasi-periodic oscillation of precipitation and related cloudiness. As revealed by power spectrum analysis and Markov persistence, rainfall and minimum temperature appear to be the only parameters with a periodicity free of long-term variations. The phenological events of most of the plant species showed a similar periodicity of 8-12 months, which followed the annual oscillation of relatively less and more humid periods and thus was in phase or in counter-phase with the oscillations of the meteorological parameters. Periods of unusual cold or dryness, presumably resulting from underlying longer-term trends or oscillations (such as ENSO), affected the homogeneity of quasi-12-month flowering events, fruit maturation and also the production of germinable seeds. Some species show underlying quasi-2-year-oscillations, for example that synchronise with the development of air temperature; others reveal an underlying decrease or increase in flowering activity over the observation period, influenced for instance by solar irradiance. As Ecuador suffers the highest rate of deforestation in South America, there is an urgent need for indigenous plant material for reforestation. A detailed knowledge of the biology of reproduction in relation to governing external factors (mainly climate) is thus required.",2006-07,12/02/2025 12:52,12/02/2025 12:52,,370-384,,6,50,,,,,,,,,,English,,,,,,,"Place: 233 SPRING STREET, NEW YORK, NY 10013 USA Publisher: SPRINGER Type: Article",,,,phenology; Ecuador; mountain forest; tropical; weather cycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
