Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body
IAFH9VAX,journalArticle,2018,"Mohandass, D.; Campbell, Mason J.; Chen, Xin-Sheng; Li, Qing-Jun","Flowering and fruiting phenology of woody trees in the tropical-seasonal rainforest, Southwestern China",CURRENT SCIENCE,,0011-3891,10.18520/cs/v114/i11/2313-2322,,"The reproductive phenology of tropical plants is potentially driven by a number of abiotic and biotic factors. However, it is still unclear as to which climatic factors and biotic interactions drive the reproductive phenology of woody trees in the tropical seasonal rainforest of Xishuangbanna region in Southwest China. We conducted observations on woody plants (including trees and shrubs) phenology between November 2004 and October 2007 at biweekly intervals in the one hectare permanent plot of tropical seasonal rainforest in Southwest China. A total of 357 individuals of 76 species (70 genera, 37 families), comprising of 59 (78%) woody trees and 17 (22%) shrub species were observed. Our results demonstrate that flowering and fruiting frequencies show slight temporal variation between years. Flowering was significantly correlated with day-length, temperature and rainfall and fruiting was significantly correlated with rainfall and temperature. This finding indicates that woody tree reproductive phenology was primarily associated with temperature and rainfall and to a lesser extent with day-length. Reproductive phenology is also linked to seasonal patterns with flowering peaking in the late dry season and fruiting peaking in the late wet season. Moreover, reproductive phenology is also significantly associated with reproductive ecological guilds such as pollination types and dispersal modes. Community reproductive phenology is associated with climatic seasonality and biotic interactions. It also suggests that seasonal phenology patterns may play a fundamental role in community reproductive success in the tropical seasonal rainforest of Xishuangbanna region of Southwest China.",10/06/2018,02/03/2025 20:24,02/03/2025 20:24,,2313-2322,,11,114,,,,,,,,,,English,,,,,,,"Place: C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE 560 080, INDIA Publisher: INDIAN ACAD SCIENCES Type: Article",,,,Biotic factors; climatic variables; plant phenology; seasonal patterns; south China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J8LY4FSF,journalArticle,2023,"Dai, Xiaokang; Lin, Ying; Zhou, Tingting; Li, Yue; Liao, Xiaoli; Cao, Jianbo; Ding, Jihua",Natural annual transcriptome dynamics of Eucalyptus reveal seasonal adaptation of tropical/sub-tropical trees,TREE PHYSIOLOGY,,0829-318X,10.1093/treephys/tpac136,,"Seasonal environment cues are primary factors that influence a plant's growth and adaptation. The molecular basis of seasonal phenology has been well studied in trees growing in boreal and temperate ecosystems. However, little is known about the molecular phenology of trees belonging to tropical/sub-tropical regions. Here, we characterize the annual transcriptome dynamics of Eucalyptus dunnii, one of the world's most widely planted tropical/sub-tropical hardwoods, in natural environments. Our transcriptome analysis combined with the geographical distribution, environmental cues, microscopic observations and heterologous transformation analyses provides a molecular timetable of seasonal regulatory events of E. dunnii and its planting prospects in China. We further investigated the molecular mechanisms of the flowering phenology of E. dunnii. Our results suggest that low temperature is one of environment triggers for its seasonal flowering. In addition, a comparative transcriptome and cell ultrastructure analysis between Eucalyptus and Populus reveals the molecular bases of different shoot apex growth habits of trees originating from tropical/sub-tropical and boreal/temperate regions. Our study will provide cues for further investigating the molecular mechanisms underlying the seasonal phenology of trees from tropical/sub-tropical regions.",12/04/2023,02/03/2025 20:24,02/03/2025 20:24,,658-674,,4,43,,,,,,,,,,English,,,,,,,"Place: GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND Publisher: OXFORD UNIV PRESS Type: Article",,,,tropical; Eucalyptus; seasonal phenology; sub-tropical trees; transcriptomics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQU4FUSQ,journalArticle,2023,"Xue, Qianhuai; Zeng, Xiu; Du, Yanjun; Long, Wenxing","Reproductive Phenology and Climatic Drivers of Plant Species Used as Food by the Hainan Gibbon, <i>Nomascus hainanus</i> (Primates: Hylobatidae)",FORESTS,,,10.3390/f14091732,,"The timing of flowering and fruiting plays a critical role in the reproduction, population size, and range of fruit-eating animals. The Hainan Tropical Rainforest National Park, China, hosts one of the world's most endangered primate species, the Hainan gibbon (Nomascus hainanus). Understanding the phenological patterns of the principal food sources of the Hainan gibbon is crucial for the effective management of their habitats and the conservation of this threatened population. To that end, we conducted a regression analysis to better understand how climate may impact the timing and availability of fruits known to support the Hainan gibbon. We observed significant seasonal and inter-annual variations in the reproductive phenology of these fruiting species, with most species flowering from March to June and fruiting from August to December. Importantly, we found that Hainan gibbons face severe food scarcity between January and April. We show that sunshine exerts a significant effect on the flowering time, while fruiting phenology is most sensitive to temperature. We suggest that the restoration of the Hainan gibbon habitat should include planting more tree species which that produce fruit in the time of low food availability between January-April, including the species Memecylon ligustrifolium, Wrightia pubescens, Sarcosperma laurinum, Eurya ciliata, and Pouteria annamensis.",2023-09,02/03/2025 20:24,02/03/2025 20:24,,,,9,14,,,,,,,,,,English,,,,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",,,,flowering phenology; fruiting phenology; tropics; habitat restoration; masting; Nomascus hainanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZZ5LFUNK,journalArticle,2010,"Calle, Zoraida; Schlumpberger, Boris O.; Piedrahita, Lorena; Leftin, Avigdor; Hammer, Steven A.; Tye, Alan; Borchert, Rolf",Seasonal variation in daily insolation induces synchronous bud break and flowering in the tropics,TREES-STRUCTURE AND FUNCTION,,0931-1890,10.1007/s00468-010-0456-3,,"In many temperate plants seasonal variation in day length induces flowering at species-specific times each year. Here we report synchronous bud break and flowering of tropical perennials that cannot be explained by seasonal changes in day length. We recorded flushing and flowering of more than 100 tropical trees, succulents and understory herbs over several years. We observed the following phenological patterns throughout the northern Neotropics: wide-ranging trees flush or flower twice a year at the Equator, but annually further north; many trees leaf out in February; in autumn, wide-ranging perennials flower 4 months earlier in Mexico than at the Equator. This latitudinal variation of phenology parallels that of the annual cycle of daily insolation, a function of day length and solar irradiation. Insolation has two annual maxima at the Equator, it rapidly increases in February at all latitudes, and between Mexico and the Equator its maximum shifts from the summer solstice to the autumn equinox. These unique, manifold correlations suggest that throughout the tropics insolation, rather than day length, may control the phenology of many perennials. Our observations significantly extend current knowledge of environmental signals involved in photoperiodic control of plant development.",2010-10,02/03/2025 20:24,02/03/2025 20:24,,865-877,,5,24,,,,,,,,,,English,,,,,,,"Place: TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY Publisher: SPRINGER HEIDELBERG Type: Article",,,,Phenology; Tropical trees; Photoperiod; Day length; Solar irradiation; Succulents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4H9KQIY4,journalArticle,1999,"Williams, RJ; Myers, BA; Eamus, D; Duff, GA",Reproductive phenology of woody species in a north Australian tropical savanna,BIOTROPICA,,0006-3606,10.1111/j.1744-7429.1999.tb00411.x,,"Interspecific and interannual variation in reproductive phenology was quantified for 50 common species of trees and shrubs from a mesic savanna near Darwin, northern Australia. The presence of buds, Bowers, and fruit was noted over a 30-month period, from September 1992 to February 1995. Surveys were undertaken at: monthly intervals for the less common species, and at bimonthly intervals for ten of the common trees and tall shrubs. The majority of species flowered each year at about the same time. There was no evidence of sub-annual or continuous regimes of reproductive phenology. There was no supra-annual carryover of seed-bearing fruit in the canopy of any species. The peak flowering periods were the mid to late dry season (July-August) and the transition between the dry season and the wet season (October-November). The two dominant trees–Eucalyptus miniata and E. tetrodonta–flowered during the dry season, thereby providing resources for some elements of the vertebrate Fauna. Flowering and fruiting were uncommon at the end of the wet season (February/March), although two species that flower and fruit ar this time (E. porrecta and Terminalia ferdinandiana) may provide resources to consumers at a time when floral or fruit resources are otherwise scarce. Because the peak of reproductive activity takes place during the late dry season, fruit maturity and seed dispersal have occurred prior to the onset of the rainy season for most species, and germination and seedling establishment potentially may take effect in response to the first rains. Late dry season fires, which tend to be extensive and incense, are a potential threat to the floral and fruit reserves within these savannas.",1999-12,02/03/2025 20:24,02/03/2025 20:24,,626-636,,4,31,,,,,,,,,,English,,,,,,,"Place: 810 EAST 10TH ST, LAWRENCE, KS 66044 USA Publisher: ASSOC TROPICAL BIOLOGY INC Type: Article",,,,phenology; synchrony; trees; fire; Eucalyptus; northern Australia; savanna; serotiny; wet-dry tropics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32UJEYYC,journalArticle,1994,"NEWSTROM, LE; FRANKIE, GW; BAKER, HG","A NEW CLASSIFICATION FOR PLANT PHENOLOGY BASED ON FLOWERING PATTERNS IN LOWLAND TROPICAL RAIN-FOREST TREES AT LA-SELVA, COSTA-RICA",BIOTROPICA,,0006-3606,10.2307/2388804,,"A new classification and conceptual framework for plant phenology are proposed to resolve problems in describing tropical patterns. A long-term (12 yr) survey of flowering in 254 lowland tropical rain forest trees of 173 species from the La Selva Biological Station in Costa Rica showed highly diverse, irregular, and complex patterns. Analysis of this survey data relied primarily on graphical analyses that provide data representation methods rather than numerical summaries that provide data reduction methods. The classification differs from previous ones in three ways. It uses, as the primary criterion, frequency of the time series, based on explicit time and amplitude scales, so that irregular temporal sequences are revealed. It features a system of subsidiary classes based on other quantitative descriptors: regularity, duration, amplitude, date, and synchrony. Finally, the conceptual framework separates patterns at each level of analysis so that adding the time series at one level produces a time series for the next higher level. Levels are hierarchical from the flower to the individual, population, and community with additional non-nested levels such as the guild. The four basic classes-continual, subannual, annual, and supra-annual-are applied to patterns at any level of analysis. The classification system provides a logical framework for quantitative description of phenological behavior leading to more standardized comparisons. Thus we can see that tropical phenology differs from temperate phenology in two major ways. In tropical species, the nature of the pattern may change from one level of analysis to the next, which is not typical of temperate species. In many tropical species, phenological patterns vary more widely over the geographic range of a species than they do in temperate species.",1994-06,02/03/2025 20:24,02/03/2025 20:24,,141-159,,2,26,,,,,,,,,,English,,,,,,,"Place: MISSOURI BOTANICAL GARDEN 2345 TOWER GROVE AVE, ST LOUIS, MO 63110 Publisher: ASSN TROP BIOL Type: Article",,,,PHENOLOGY; CLASSIFICATION; COMMUNITY; FLOWERING; GUILD; INDIVIDUAL; LA-SELVA-BIOLOGICAL-STATION; LOWLAND TROPICAL RAIN FOREST; POPULATION; TROPICAL TREES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4GABDW85,journalArticle,1996,"Borchert, R",Phenology and flowering periodicity of Neotropical dry forest species: Evidence from herbarium collections,JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S0266467400009317,,"To examine the potential contribution of herbarium material to the description and analysis of tropical tree phenology, flowering times and geographical distribution were graphed for 1673 flowering collections from 18 species native to Neotropical dry forests and phenological differences between species were analysed. These include the timing and duration of flowering as well as morphological differences such as flowering on leafless twigs vs flowering on shoots bearing old or new foliage. Species-specific flowering periods of herbarium collections are similar to those observed in phenological field studies, but are often longer because of the larger geographical and temporal sampling range. Conspecific collections of different geographical origin show distinct differences in flowering periodicity, which are correlated with differences in the timing and intensity of the dry season. Interspecific differences in the timing of phenology relative to the dry season indicate differences in the control of phenology by seasonal drought. Herbaria thus represent a large potential source of phenological information which can either supplement and extend phenological field studies or provide phenological information for dry forest species not studied in the field but well represented in herbarium collections.",1996-01,02/03/2025 20:24,02/03/2025 20:24,,65-80,,1,12,,,,,,,,,,English,,,,,,,"Place: 32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,phenology; tropical dry forest; flowering periodicity; herbarium collections; Neotropics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC6HK9N9,journalArticle,2020,"Ouedraogo, Dakis-Yaoba; Hardy, Olivier J.; Doucet, Jean-Louis; Janssens, Steven B.; Wieringa, Jan J.; Stoffelen, Piet; Angoboy Ilondea, Bhely; Baya, Fidele; Beeckman, Hans; Dainou, Kasso; Dubiez, Emilien; Gourlet-Fleury, Sylvie; Fayolle, Adeline",Latitudinal shift in the timing of flowering of tree species across tropical Africa: insights from field observations and herbarium collections,JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S0266467420000103,,"Temporal and spatial patterns in flowering phenology were assessed for eight tropical African tree species. Specifically, the frequency and seasonality of flowering at seven sites in central Africa were determined using field data, graphical analysis and circular statistics. Additionally, spatial variation in the timing of flowering across species range was investigated using herbarium data, analysing the relative influence of latitude, longitude and timing of the dry season with a Bayesian circular generalized linear model. Annual flowering was found for 20 out of the 25 populations studied. For 21 populations located at the north of the climatic hinge flowering was occurring during the dry season. The analysis of herbarium collections revealed a significant shift in the timing of flowering with latitude for E. suaveolens, and with the timing of the dry season for M. excelsa (and to a lesser extent L. alata), with the coexistence of two flowering peaks near the equator where the distribution of monthly rainfall is bimodal. For the other species, none of latitude, longitude or timing of the dry season had an effect on the timing of flowering. Our study highlights the need to identify the drivers of the flowering phenology of economically important African tree species.",2020-07,02/03/2025 20:24,02/03/2025 20:24,,159-173,,4,36,,,,,,,,,,English,,,,,,,"Place: 32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,Climatic hinge; dry season; flowering; herbarium specimen; rainfall; reproductive phenology; timber species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBJ6N7ZU,journalArticle,1996,"Sun, C; Kaplin, BA; Kristensen, KA; Munyaligoga, V; Mvukiyumwami, J; Kajondo, KK; Moermond, TC",Tree phenology in a tropical montane forest in Rwanda,BIOTROPICA,,0006-3606,10.2307/2389053,,"The phenology of 568 trees of 49 species producing fleshy fruits was studied in a montane forest in Rwanda between January 1991 and January 1993. Fruiting peaked during the major wet season in March-May, bur remained high during the major dry season in July-August. A period of reduced fruiting occurred in the beginning of each calendar year during the minor dry period. Leaf flushing peaked during the major dry season in July-August, whereas flowering peaked in the beginning of each calendar year. These observations were inconsistent with the general pattern predicted by an `'insolation-limitation hypothesis” that community-wide flowering and leaf flushing in tropical forests should be closely related in time and that both phenophases reach their peaks during the period of the most intense insolation. When species were grouped by seed size, the large-seeded group displayed a greater temporal variation in fruit abundance (greater fruiting seasonality) than the small-seeded group. When species were examined individually however, seed size was not related to either fruiting duration or within-species fruiting synchrony, two attributes determining the degree of fruiting seasonality of a species. Fruiting patterns manifested by a group rhus could not be explained by attributes from species constituting the group. Different degrees of fruiting seasonality displayed by different seed-sized groups may be due to different degrees of within-group interspecific fruiting synchrony.",1996-12,02/03/2025 20:24,02/03/2025 20:24,,668-681,,"4, B",28,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,tropical forest; phenology; Africa; fruiting seasonality; montane forest; Rwanda; seed size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXDA9UHT,journalArticle,2021,"Hernandez-Rodriguez, Zuleima Guadalupe; Castro-Moreno, Marisol; Gonzalez-Esquinca, Alma Rosa; de-la-Cruz-Chacon, Ivan","Phenology of <i>Bursera</i> <i>simaruba</i> and <i>Bursera</i> <i>tomentosa</i> at a tropical dry forest of Chiapas, Mexico",MADERA Y BOSQUES,,2448-7597,10.21829/myb.2021.2732246,,"The genus Bursera is a characteristic component of the tropical dry forest (TDF) of Mexico, however, despite being relevant for the conservation and management of the species, its biology is little known, among them, their phenological patterns and their associations with seasonal factors. The aim of this research was to characterize the phenology of Bursera simaruba Jacq. ex L and Bursera tomentosa (Jacq.) Triana & Planch and to evaluate their relationship with environmental variables. The phenological study was realized in a protected area with tropical dry forest of the Central Depresion from Chiapas. Fifty adult trees of each specie were selected and the intensity of four reproductive phenophases (flower bud, open flower, fruit development and permanence of fruits) and three vegetative ones (leaf bud, mature leaves, senescence) were recorded using the Fournier method. Seasonality and synchrony in each phase were estimated by circular statistics calculating the mean vector (r) and the Rayleight test (Z). Also, the functional types of vegetative phenology were categorized and that of reproductive phenology. All the phenological stages were seasonal (r> 0.5), in both species, the flowering and leaf bud phenophases occurred in a short period while the vegetative and fruit production phenophases are the more extended stages. The reproductive and vegetative phenology of Bursera simaruba and B. tomentosa were very similar, and the most correlated environmental variables with them (r(s) >= 0.6) were temperature and humidity. These results allow to know the phenological dynamic of Bursera species in the TDF, and with this, to promote management and conservation strategies of these important species.",2021,02/03/2025 20:24,02/03/2025 20:24,,,,3,27,,,,,,,,,,Spanish,,,,,,,"Place: KM 2 5 CARR ANT A COATEPEC NO 351, CONGREGACION EL HAYA, XALAPA, VER 00000, MEXICO Publisher: INST ECOLOGIA A C Type: Article",,,,seasonality; reproductive phenology; extended fruiting; short flowering; vegetative phenology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
